Factor1,Factor2,Factor3,Factor4,Cat_sex
-34.39467464254838,47.36375312319179,23.47852177695022,10.374348827323372,1
-45.73812502692776,37.83620387656192,42.290724511423555,19.691691639169957,1
-56.502241073933796,58.607788544794474,22.281986583441363,-2.9004170105564033,1
-51.48463248510345,32.22040548112128,32.953056538051634,7.957698767471604,0
-16.612149633552068,31.028485725775095,37.50647929986752,22.055124030196673,0
-47.61266894696158,17.414451565353392,7.674425788570089,8.046283488946028,1
-28.479534344329807,39.33235937510162,33.383842251059775,12.097279231609637,0
-46.29908282410238,13.217256689523836,29.790042494603416,2.423804449009641,1
-43.94307196473303,29.81501156426604,42.82828584725283,20.967303414562664,1
-6.682706007710252,44.85871579448951,32.97788770979501,3.4296910853889653,1
-52.160775273626065,39.05809644879871,15.837455433936018,-4.556663583251305,0
-5.4409629103123525,39.4958583566672,27.557167770124188,-2.189371526114135,0
-47.29349447171022,21.054971702160543,34.81045344477716,7.11028684778449,1
-40.50078171797229,21.262826446036602,26.229794705293564,15.166086018319646,0
-44.02708822043132,28.506039998306612,31.266148878692185,27.338845751635116,0
-18.289924339876983,42.96138866030596,34.15749015553166,7.419813485114297,0
-53.66249118367692,59.20933942634045,29.326098246879017,6.034938704929597,0
-3.943823650425599,74.67700173526681,27.962916959506487,16.96203607724198,1
-58.239108956062,27.165623021742793,27.872039127497313,-1.5335545731510398,1
-17.65457364776002,37.974703971587644,32.522462543877886,0.5739822765493835,0
-31.998376225097587,19.807121160894845,36.89425703349653,15.845822462137965,1
-71.79818928567245,44.05869581931666,27.66663607821618,7.229562692668373,1
-6.65061758160795,34.16775145888982,36.769687033391136,18.813286582642824,0
-39.24342411118352,8.329529800997154,6.478357289212372,-3.2088935081577907,0
-15.97328908319976,31.871838443895022,25.275982815145422,2.309145216015939,0
-35.601672529049104,41.42610387369082,25.200545295739726,1.9419079685640028,0
-48.29521239065619,52.95304717034761,34.734150630648024,5.605456006575287,1
-53.12078258500511,47.86307380047845,35.577376622254896,2.084970391699696,0
-57.872176797333246,30.20523125968016,30.059541917918438,-2.743483169056164,1
-64.5360917026141,6.646416567056666,32.72390898308609,6.623546144247229,0
0.6632202959339359,50.1523505955965,37.292361539123604,5.041994104811278,1
-65.4533165467743,27.59823041142539,30.204922360349507,0.30455186595754563,0
8.232824398693014,36.221078445906215,24.946882422698195,-5.485870152282649,1
-60.36695701717136,47.30690441981537,32.04079990630431,-7.830238825770497,1
-2.5359830131037695,20.91079153248969,19.928099635886692,-1.8084136187536404,1
-32.72101172865347,37.04264271158284,48.86952275441727,9.971903441236183,0
-30.371575192417154,29.73349304865534,30.810277452130546,-1.0399712286967735,1
-0.3767951032191377,25.13438868705267,37.39462422318657,-1.6454589019949282,0
-33.95233481270104,51.46414424725247,34.715091338382976,6.42758409378918,0
-61.170827063943086,14.283724387414935,36.43083712674574,0.14897915852609206,0
-53.29208155326774,35.380215083325595,42.008681100963685,9.211423724632121,1
-62.28131022017393,37.26919197124362,33.442654309518595,2.429289471879109,1
-8.433547381127628,35.5692295139609,33.097570462011106,8.863438118237655,1
-46.87428343379304,40.61070964954754,28.67822771697122,5.8455228362667775,0
-4.898791697022352,38.08360388963605,24.52663013554955,6.804899227043976,0
-44.65658305981249,51.80343358256557,24.241673617457575,-0.7233127975062357,0
-45.88158434547623,12.06874780628365,44.94571982206755,1.2474464015326698,0
-51.631922097902695,44.35749103501927,28.980871491339833,11.801470785837763,0
15.26529366130981,9.831370295276985,29.900765608244942,3.225842236013838,0
-52.06010295258676,55.02122635852084,23.581441713968676,-4.05327930482394,1
-48.72228084764413,65.32621283485439,20.81628667518364,3.8639522162506252,0
-53.78232578274302,20.445570526038136,27.032658842040387,13.122240760646893,1
-21.187300833070942,40.94078553214981,28.385747230097643,-8.500190640553045,1
-53.56854893677069,24.84709930868673,30.58660620166889,9.062561394910253,1
-15.942190460512716,44.778531826432705,29.214328261014657,2.694476620330765,0
-38.01888209350121,27.498785053723953,28.37888174866151,2.000431801289128,1
-2.990435858646321,19.526738172191568,32.59773094258032,11.524495724926249,1
-12.844550774764864,13.260538261712066,37.39758759813158,7.399957343635716,1
-56.36824220928245,25.357036893011976,33.64558230759796,0.3622023323260422,0
-5.933470248263529,8.634926901508456,37.0425361509313,-7.665632421936206,0
-25.750620922231484,62.16450623199226,31.50003987582108,-3.867437172652069,1
-0.18373948009378172,34.412124517335265,32.2913004136439,4.04624008019748,0
-9.798047933674635,63.64231305494007,38.09378618697998,7.204477777786518,1
-41.89625915660694,39.84768458906693,18.980507662475727,6.011192566573035,0
-46.08237262872793,55.21708316681726,19.99484637890907,4.217140186151889,1
-44.853841154933086,12.462806189334197,31.65058844290889,-6.329800075369455,1
-76.13654424793097,13.71303630984388,41.12483067935786,2.415375060065747,0
-29.617830317512112,35.363323909099314,28.593262355296652,-7.845168949949279,0
24.06911672673103,17.19795878924424,21.497251289438125,7.244954195513561,0
-31.476655836104797,10.333069539589493,17.494402109055525,-1.2601864972327723,1
-21.27751181761589,33.84850199037076,42.90202387365843,-9.897941817033432,0
-43.23502517140386,28.938649912787206,29.40878548749675,7.979438217738328,0
-44.86229407398036,40.07944856704685,22.41698843158634,-1.3642405255548762,0
-30.928155882798713,45.524560983935984,22.295026350184013,-4.068763907362862,0
-27.70246223627664,25.11383530398883,38.235332200720556,-0.9870974794173725,0
-15.016985709370935,10.86960884574752,33.05397981971078,1.6619648709990655,0
-18.892584175948986,16.42302106978657,35.82604543096506,-4.289290660098074,0
-11.902904437104134,65.41563734232527,27.121583666925677,7.042099346339575,0
-51.574941498551055,32.42008857148784,29.657556999971945,10.27085489852696,1
-40.736020749472026,27.714115993094605,30.988663320020155,-5.145978527073463,1
16.232757489097192,12.20464927789193,24.888086511858745,19.1581234722314,0
-25.268016697126587,9.274513208225523,39.21316494687485,-4.209086960185911,0
-67.21145711317928,22.197134613617784,34.60953215176107,10.098425590787798,1
-29.862972233939157,20.568706931994726,27.862051998231774,-1.6325405256671566,1
-32.88352600176516,20.611019892345602,32.91717776600185,-1.9983852172419385,0
-36.7557833886675,62.034494790700364,35.007692226027146,5.030354208933012,0
-61.81269282655485,20.272202096021907,41.000992842131296,16.712990398383024,1
21.10122332219942,47.330499067145375,29.98493228621337,-5.543491233875786,0
-57.79926254596493,11.46372636088634,37.88551454699623,1.3419271551036087,0
-14.124779506633615,21.894034462879816,30.63292985606521,0.7134862396717991,1
-46.998148293176854,16.50563854329397,40.24386517755116,15.987835691418438,0
-54.11782496473122,28.708891561590168,3.361063508388941,-10.960676344872025,0
-20.75604966261792,36.95153915757577,29.656530766847276,8.300353488311663,1
-28.679752628636866,20.69309646857634,28.48191835813493,-0.45289835191095607,0
-52.31755218762688,57.31367949076176,22.01019639509774,6.241106082579776,0
35.87736012158378,67.95714101443966,26.46366411737505,7.263003007340258,1
-8.520383557221926,42.052144412868536,25.203505104772574,-0.7079853696122655,0
-61.232637847245385,48.50412159148453,29.87970253800611,0.7974489410489376,1
-24.31852245853457,36.67566934862885,30.833774858310914,-2.744863739859283,1
-34.803438368580046,25.567361636155837,38.45162105083537,4.110789666861111,1
-11.553215032059452,24.135973101633144,34.40226167734349,4.669276880778381,0
-48.35347185727319,22.327666677292942,23.557096043688684,6.458038768690653,1
-57.87011243261999,31.869391658689025,30.45704067390917,9.714207312763499,0
-34.50596118986806,41.09893950333417,34.17991357958929,-13.281195308109117,0
-49.831368113131816,25.798752013973367,37.299817565341726,-2.0602391501507435,0
3.5834681938799755,33.221843515628905,26.431522542246466,3.866904514939294,1
-24.783315228300907,46.46366453017516,33.806476975069145,5.242263637449813,0
-34.21107088745293,11.231626739365685,32.55383869502809,5.043053893106965,1
-26.043936018479318,25.518631847147677,33.1691389341758,6.286640218490367,1
-35.566409631344406,45.842525859592904,36.767998086314776,8.407285919017099,1
-28.394851137171514,50.03593954641183,34.064277789274016,8.586725563894227,1
-31.01425952753501,21.00554273169386,30.36724050053522,12.181251889867502,0
-20.42315689494056,64.93452359256527,33.63938991253146,3.5687233545688013,0
-23.110639942777276,22.42554442452306,27.91081227697783,-0.6877570443600642,1
38.58729106650807,16.756905375844244,23.48545334141386,9.7886807293334,1
-59.369126515751276,21.118886550328916,32.94808907148017,-1.2747814280472962,0
-22.866654164079645,3.8527834831269425,43.80530467152056,3.942413095320467,0
-61.583435077063186,-6.415974114418678,24.42250898717036,-2.3793447649259125,1
2.5197276004316977,57.85910477713684,19.361094149276695,-1.0964501712322834,1
-46.39010119567183,24.78955613758423,34.24890449764088,11.197484231231638,0
-31.161050095227438,32.01026528745078,16.950832646702764,3.457184188399174,1
19.593539955063054,42.9244311394627,38.32572985870535,2.52437674320355,0
21.382368034588982,13.081359369741465,32.67157598497894,1.8171289443671625,0
1.3092065299193623,9.732282124960358,28.54038954872366,1.6734782207131487,1
-49.41710827214088,46.1744884195622,22.249402010954448,-2.796997116837378,0
-8.841128886055955,42.86565475602386,34.01824783506044,0.9852288314907305,1
-19.697575184095676,51.06286458256114,12.800830531618963,8.28316608900829,1
-25.25105987441847,52.4596954345841,39.14766563487225,6.3367285382029745,1
-36.36260191683515,24.294996066126473,29.2453213109425,12.51396804938237,0
-16.528746549043525,14.885843850885534,22.69267512987083,0.863452661883432,1
-24.855346419634323,52.57368016655881,25.132429790284238,19.662703936265356,1
-9.268119511593685,14.39478063323344,27.9993307617741,-16.835872928285706,0
-40.50316043518074,20.29145264800735,20.52744932774179,18.433539911286633,1
-15.086704858255427,69.89607487884079,32.75980913083218,5.927182623747124,0
9.214730333677728,70.86391166851979,30.932766786593067,-7.54695015136834,1
-63.611451737002334,-1.3926893083585343,24.814003061827037,2.419266565821109,0
-13.468764505139655,12.19470870662296,26.192044495593073,-2.3940198903693872,0
-34.39277532846167,65.21089850377997,30.952505424427958,4.102452127617533,0
-16.307274520036874,12.124204817163704,35.1306713825975,14.489103536075906,0
-13.68656737247944,69.40055004099405,30.695674632345497,6.627883787154296,1
-3.7965177101498595,49.00065919421548,22.09454439727987,-19.15818216797253,0
-53.65780019413842,62.90359393847757,34.57605568634336,4.296213328367372,0
0.29081678128365596,36.65098548262135,19.565014024576737,-0.5919450427707024,1
-5.475326526066413,40.26622049344758,28.502324534464417,7.960276567121796,0
-20.189291651273113,23.709584821123432,35.98486293953839,1.6831589880741658,1
2.2559758605064086,53.4122305675398,30.998659369567868,10.168306925954488,1
-15.113549820894582,20.171807026457632,50.6240287841772,-5.36297939830963,0
-16.27343952326423,20.944843266357132,35.90755676350243,8.340340854876393,0
-55.00471602895861,51.30983555022603,34.226344702180036,12.877431033670042,0
-41.152080232424275,45.914921944844856,21.455452532432368,-6.639572635571446,1
8.936995860430713,27.899997044458726,35.524075346730626,8.088053469970463,0
-4.718579714418784,40.40882571282436,24.21522513938639,5.591612914510175,0
-24.29041431941022,33.36107069924179,30.777413315860855,8.329268677056742,0
-16.423035750480285,62.587165447299256,23.4233669748491,19.241810452665433,0
-45.64051351864217,26.253991381181176,18.197893442635852,-0.12157639873064977,0
-19.168755249155694,43.568915656156335,32.08121319840523,9.699104054701078,1
-13.579290975853276,36.29916154432962,26.490146986014903,-8.442010947346995,0
-2.6724133030214583,50.05724542168198,26.875622779341764,1.8066500895028257,0
-22.267497352609425,52.49592004148371,24.2723769607899,6.341315657261438,1
-6.850015503304189,10.625908955046063,21.802579683915887,5.416493750526918,1
-19.947697342787514,73.34038131832052,29.94371051602467,7.341647490255789,0
16.681450510631255,57.89335184072849,36.307844933702384,13.600170882304296,1
-50.80808494840208,35.44077845474295,14.916452361416734,7.425260233798163,1
4.457373694844336,25.55153555502452,46.4926221046923,0.7304221935998159,0
-42.157625890434176,12.2063979860895,21.816950752985896,1.385466008370265,0
-55.41154273179105,34.222102797816255,27.178220631707184,2.9219076645780233,1
-59.0909460205068,11.07294639654561,33.35292875953436,-2.2548327132002544,0
-35.53904142964047,24.19224045942582,36.42637165285457,2.8166364866955935,1
-55.7724219245198,26.05789435725696,39.70966692896365,4.005617237044942,0
-32.91172485334104,47.4464546647668,31.019714959286958,19.245859463022917,0
-31.65377336160111,6.147401830807835,41.30303561865059,-7.910913324376684,0
-21.852243993775176,13.388187036964398,30.774472147768453,-1.7627044825813862,1
-62.05619301560954,24.74062269974743,39.52348243356814,20.875282516092753,0
-36.327318755429346,31.881888062955063,36.974233214756424,6.872587099153746,1
-11.356724865344221,10.203844726196355,38.34965420486751,-9.895218203653014,1
10.106067268481889,19.016670484100256,44.31110611675644,-0.026594865109183102,1
-46.22172179874629,47.21639292295205,20.632839631377845,14.203956965665105,1
22.608138695523973,12.922451012968507,38.25213571134172,1.3010867753284936,0
-47.804082149666165,38.531974864782434,28.503340491637175,13.232026682828339,0
-4.949316689131387,7.157204003508738,26.361102428386886,-9.721473712836454,0
-25.703832279261906,60.255197542634605,18.023069749563525,8.54110112146603,0
10.684814715763087,20.235381318440492,36.96101178132059,5.959686028960022,0
-18.346903396090493,26.642555868131176,28.810540517146627,1.279222456248548,1
-53.52054850594417,30.89361023798139,23.612666749864793,-0.014633163304466845,0
9.920159913022735,26.50532069821634,40.964096127095274,2.7265943895826075,0
-20.23469994922541,12.556579166355084,42.00226054872441,7.3733800135292515,1
-57.54747359111594,30.781901669484018,21.40761172998233,8.470647594913627,1
-35.37547024347397,15.126413285850662,29.099934494246654,6.049629211746332,1
-14.830749613215792,42.111564954624946,23.69925942728627,-9.94861061322486,0
-19.72882413915775,50.37798244482621,28.716983381250962,10.60791793423261,1
-60.75445487912567,47.0844929795593,28.079594996796892,4.4793202925667215,0
-57.555014778852595,31.542916497685106,28.680368689539275,0.7421433097686702,0
-29.793635215373556,27.00159442232293,25.93297876677879,-3.757254880531197,1
-42.33092983031643,29.275014378711575,24.369198909668864,2.3037582425122354,0
-5.237629266153801,49.73908212921059,20.597382545770024,1.1457714688659104,0
-13.899586143553424,7.9141794915418355,41.96163995850333,1.6473578550729897,1
-26.307003286413313,36.74164577734007,17.952748248875693,13.665568824200525,0
-40.23969861773952,30.806518101106068,34.88710758901629,0.362075072537663,1
0.7169130330318261,18.553036315409326,29.36761239220814,2.5514059597251166,1
-39.93288201202485,35.46295940841186,33.79716241318966,-9.489148735741209,0
-3.709545001539202,19.724510639194147,30.118308504882457,3.2120739501735835,0
-65.21995964529555,22.87361599512245,40.703495438098095,7.442376011257446,1
-2.9822804993743794,49.09229617803556,21.086917419346666,4.405420487922458,0
-26.6906123219397,34.62542691496806,27.635772104026948,1.5469853270302214,1
1.4981439515969406,34.76891353139195,27.815422442170906,3.4706236922729565,0
-60.53480281750195,42.72124173329479,29.885912536928817,-1.43512581093679,0
-68.98985381310919,24.96199174034378,37.89669164839565,6.022825951740168,0
-23.10008156860932,37.29442044325535,29.005645145405847,3.109227807083603,1
-39.2824533046853,27.762597368242087,25.837748724518896,6.9727664145070225,0
9.051088864824598,61.69675973697576,35.86919977689499,0.8169655822238283,0
10.123397379043602,49.022353194908696,34.755552585358096,2.381712418050345,1
-62.70610956994751,13.363965248560689,24.512391086857058,5.323018646609152,0
-14.928342527555934,49.26543449033906,27.06566882624855,1.5377295309312817,0
-1.718200075698781,33.81744870038949,26.474801547524667,3.0760998183590877,0
-9.585426018931079,12.61202154040639,33.676406466350166,6.0460510521715864,0
26.88942463234675,14.84559642373843,31.152297072465142,-3.9995982148346867,1
-29.523238726896714,47.674686234522774,26.058000502490607,-2.497643712035518,0
22.05150153458382,19.787470993598745,34.551556598398705,11.624207409506424,0
26.4031920027521,28.593552331213562,28.347008399820503,13.105250277334555,1
-69.27164499568649,34.779172308639346,33.18757502299474,-2.3364698303349845,0
-30.406895442008462,6.515712388417761,27.606416123819347,3.5610280368965093,1
-24.831629608424645,79.14264779857245,38.14664779482015,10.897047931534145,1
-31.01257580547199,57.596843306190685,31.98834622220388,0.8689344548285016,0
-45.12736066978035,27.879013151784452,39.981258688160565,11.91348075193927,1
-66.88445314713455,54.841725380473655,27.746288722675374,1.3771750403518916,1
-51.22636013967161,66.71470127542877,22.631530977981512,3.5307442214537397,0
-7.512921060456635,15.052058970837816,42.3532132250332,8.59193425778141,1
-11.635093943291224,26.056681252088474,36.14912880350536,8.36365426266104,1
-60.55055495641333,20.204059954308033,25.118886711726134,0.8279083025142007,0
-39.41681338999201,10.007846665299745,38.0922338672097,1.5237607902115773,1
-14.26429608231051,36.0538724057589,47.864377776728546,10.325499753482669,1
-33.096482666234834,46.81934969880824,17.862785700475996,11.922059607085737,0
11.784236563317453,34.388099506993285,33.824868829249596,5.463241816226676,1
10.079490125633995,23.9999575541875,27.261162497925334,5.066204125320021,0
-42.599906270152474,55.46436800160177,31.36083467865113,15.533283546722206,1
8.66307669096294,14.6390430660096,40.89200648641759,3.6886367487402008,0
-68.61205795883683,29.85572908095482,27.08979068468003,8.686611614193662,1
-42.608907544179665,4.892178800585571,38.97110127848269,-2.988773684667745,1
-60.30692850697403,12.249914525299399,39.37409343290947,-3.588117653827661,0
-9.604809704417459,53.021566057172606,33.87741579286257,2.481018701025564,1
-57.332219669324886,52.95326817633373,30.760287400742076,4.514585197091066,0
8.691269489209118,41.970114647498065,37.54746686408804,11.073428529857013,0
-52.92574101289396,36.74028526572121,36.359668654574534,14.51754091055562,0
-17.856387098791274,70.83330791565427,14.733187251642804,3.58781631616316,0
-32.681675883114366,20.060371372438848,28.449296182931292,11.972697898757035,0
-47.853162761108685,28.73003722473611,27.898768791405974,4.280206938475191,0
-38.581713845699625,10.816549521357826,41.12315319865344,3.7870434206613157,0
-42.82925633659501,78.04522380988189,26.474295572721694,18.768851068457543,1
-47.04991594622923,41.03841136552006,37.10587455881176,-1.917902295440148,1
13.457698919022373,12.055835309808714,27.12835590574365,12.74857008748329,0
-22.65086846068664,12.014674293800747,34.02106043870735,5.9545320866786655,1
-30.683759169986722,70.76711840703098,20.711305893749067,12.080888817513673,1
-10.613303825733347,34.765802345229254,26.625297089808008,-9.332057857158482,0
-67.41808594565644,61.953151065438405,31.44102245993194,6.398513824081752,1
-15.97487557042494,51.088495866609584,25.726629136257493,7.126146038362287,1
-7.836843160046307,44.590865291479076,34.46259403017288,1.1254745241287085,1
-15.345837880668649,19.05501572878234,29.643651603350605,-5.814626321007796,0
-55.44077118931015,12.835923516991812,26.68293509095575,7.573905842294285,0
-39.258032428500385,24.814353921672822,22.71649275646455,-5.74444280348616,1
-71.24481311343445,8.910573292622576,31.047852924792217,14.212187583949179,1
-24.877816054271218,40.60404091689101,29.12352188826503,-9.478778997815068,0
-6.434807934981985,41.201947305027296,40.47849504348908,11.66722771809071,0
-69.02246357984446,39.94537519436352,28.210251205820185,0.03529486735353857,1
25.47350010686791,24.04203442714848,38.52788214981709,5.779327215727732,0
-5.448302355592202,49.91723192312395,24.888059567417205,4.903151668550827,0
-36.518973211623084,18.797805904906145,32.145140858972496,13.416088928203367,0
-20.486173436978913,17.8554302189543,35.08223669851579,13.989066194777262,0
-51.773920305675624,54.57332245623209,18.096954940985935,8.36099220929882,1
-1.9569881508330376,23.379171684344893,10.75292930752451,3.5145105157921495,1
-65.03595210322432,25.819519980129915,34.39283743433523,-10.956176739618178,0
-11.302435408713709,64.90128501285179,44.081524652981244,6.41524247699103,1
-41.41485105521355,3.08721952723558,20.86485455298948,12.505238347527273,1
12.416258894633648,44.17457053801344,43.974561223890085,14.619149866130675,1
-56.41956357385761,55.16598165422627,16.601806846747404,-0.3233663081670688,1
-1.5413495810408913,4.688076691611788,22.258118787077446,-3.6383167415605278,0
7.9431893424657325,18.926102711388985,33.776113847635365,5.277672240161504,0
-62.6959186794979,43.85669506765781,26.441082855491718,-1.877749018504065,0
-44.024922034511384,22.503574651878143,21.611829393896947,6.224016945801464,1
0.6100220775186811,14.887852032348812,27.217787122905154,1.4687276169265961,0
-10.285728398625153,24.455679688432728,41.46475533705611,10.18699581904695,1
-50.429872197704206,42.75766115501065,24.33519585123783,0.14232837635180914,1
-13.769246541294908,60.528461008936816,34.35471938714404,3.6071607364717786,0
-10.09290194465805,57.62483706289327,34.873597030225405,-14.645472320154347,1
-50.07516005186298,50.745832446566155,26.348455562461808,7.661059966793533,1
32.63412474306288,28.090731009978175,24.87762364970173,9.448866520785872,0
-12.560902081878575,13.283378737171693,34.70244847003469,1.2823410743329067,0
-29.88880354736932,58.34829863063982,22.57734711224062,-0.346259567661138,0
-47.01509250349669,28.480662440552884,33.377927340094224,20.418869626516116,0
-29.828340393728844,29.899284984859555,26.407101832789493,5.704016149012929,0
14.062554707692845,14.097427234708833,32.59303190384873,0.009495573510592326,0
-2.1193797989190655,29.823255617444715,32.70449709506749,0.0398914048357307,0
-31.065513066516527,28.697485889581248,28.321148477706384,-12.145395656458746,1
-19.179419685097695,13.157418575820687,48.65038819332165,1.958114095765981,0
-59.07838043315881,32.62499951482591,27.221119152674323,4.806364358024359,1
-29.211601739510158,20.794199458450194,32.1910661414563,-1.8682467031782712,1
-2.5355647969564403,36.009944138507585,49.287677260936086,4.681421570511648,0
-43.68724943114674,36.134159060304825,14.39465378529377,2.2492544446428573,1
-29.14777803251855,15.943728285720722,43.6100204437222,-5.5431855411669675,0
-66.60575377501732,12.050564416069626,32.99616846179515,-1.8394868912314268,1
-62.75305747217129,2.7886669044008405,30.175907600420487,-3.4335516184117303,0
-11.67841981722684,29.334499654567555,31.477748528361083,3.8776612793692316,0
-57.28475804262516,27.054688190999194,32.26784521238284,9.799356211514962,0
-8.549506777791578,54.32028903952201,37.10997793546655,8.534529258778893,1
-15.917485041626382,10.581036441568148,30.891613569548614,5.453234108925305,0
18.603634266649294,9.438223035819012,36.901001698308995,-0.8569897111375635,0
-68.59924743642786,43.764509144884926,29.611467678498393,-0.31326972582977625,1
-1.868844302499756,43.259317252309735,37.98875862241765,-3.526024649487326,0
-40.01790664136613,17.991646835542717,42.28905309950662,-19.445883620040696,1
-51.56422456946083,20.848606844611435,18.971128795397604,3.2179258258105943,1
-36.14060120573947,45.97159572612624,25.21888938846237,-18.403972878336113,0
-10.914335347697936,45.52556586700811,17.918437103360578,1.3317313880804973,0
-42.68706844654733,20.37858605943431,25.064569349282824,2.1407524699949207,0
9.704097696713497,16.71180314130336,29.290234132371346,10.777383483410151,0
-13.595858317348403,43.532100114801075,23.930914156701565,-6.086482115284202,0
23.03822395827493,16.88576432365781,21.10879200929649,-5.5026787090633835,0
-59.95286635532472,29.13062086862284,33.865585717922684,1.8295930701143301,0
-39.58648475261879,18.157662270016967,42.43446350407814,-3.620986858777944,0
-0.11301734914278505,28.36805367624663,46.59734303827875,-3.669328958196961,1
-51.86620929961478,35.3862091013633,32.35498289918698,-10.485200082171449,1
-44.03444364209769,27.245768722842303,40.02643464547986,13.785391621352058,1
-60.128893339361134,23.035440966740634,27.55032864337261,11.561757734732158,1
-22.99630501634966,39.898782042596544,29.189523463632515,8.532977053308018,0
-45.253857931722074,11.90551673993559,15.997152381575644,2.186149228547477,1
-54.61147918636524,6.29155686648112,21.963686506142665,0.2649360916846943,0
-24.022448082595783,24.919352298202796,34.37250507425003,7.9723628766287105,1
-43.40322645833585,62.58628000022877,21.00442773949683,-5.799038569295857,1
-13.845124713345776,32.239557992943105,31.14872134048127,4.154290719558601,0
-4.782032518173222,41.82541869281399,35.80654414280443,11.976381777196632,0
-57.79664508551732,28.84916869810826,34.016867667998326,-6.28698493876275,1
-21.534727604841787,42.399294356909884,23.874948431674305,5.41785362770732,1
-26.848071845601336,51.32265191314387,29.275281975883296,3.9903031990441606,0
-26.135997286613012,51.311811384159505,28.2001536336159,-0.13175509562243842,1
-9.054352659376663,10.179363876399147,38.26401468640037,4.41125144098023,0
-26.782372745975664,35.90954830148925,43.87907262566927,4.629339812078909,0
-34.96485608594953,26.473200639115028,30.108461959083467,-3.818174253796194,1
-39.89259395423766,52.59639663250553,34.01413966215459,15.179419616870318,1
-33.34315311109312,34.60907004290007,30.181860651761898,6.5337433451185305,0
-28.730748696837345,48.917419504548825,29.497432437602882,15.635990540612598,0
-34.849073191787,38.40438724698474,28.912234834725595,8.04294347534109,0
37.82602634789694,36.8621430137635,23.0540483075571,14.96255301860237,0
-15.097457555399494,31.326825645488697,39.30041681436199,6.012595820385028,0
-2.765498350194398,49.1106680287135,14.588959967841843,2.600258993137363,0
-50.61623860436299,51.4305455377345,24.595267384299394,3.1317063842171624,1
-48.384859389249876,54.05801819071257,25.818048224395696,-0.844232125906941,1
18.366738415782873,15.984091559641532,35.033759661235585,9.826474341744685,1
-18.62967627998376,24.642170397752057,34.741751493061244,1.0861964725778217,0
-7.957269177728147,30.13243332749641,29.66484944504389,-13.936748444330055,1
-59.126195866595786,26.11287238999913,33.88817068355599,18.173190950032833,1
-61.24811880382389,25.78158793280401,28.115535672450513,10.820007122976568,1
-49.17036611423209,61.07958883553109,27.42988889076944,0.15391621271538877,0
-35.963168180291845,36.16902114029496,28.963248272440325,5.367789164769152,1
-47.149261753374056,26.51449679956003,45.56468552114594,25.22203326508621,1
-35.62311483129297,62.84538940911514,16.1589862878486,-21.02761259960066,1
-6.492400250162362,29.633670336153077,30.149066158346244,1.5838354627954483,0
-7.343353151664898,53.5004742667603,23.537567480227757,8.007286260160551,1
